epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1118.79,0.99164,0.56054,0.81282,0.92798,0.91034,0.95852,0.70258,0.95711,0.52978,0.82175,0.0006734,0.0006734,0.0006734
69,1135.63,0.99008,0.56064,0.80999,0.94076,0.88147,0.95169,0.70755,0.94566,0.53356,0.81433,0.0006536,0.0006536,0.0006536
70,1152.63,0.9717,0.53171,0.81048,0.92433,0.90496,0.95431,0.70662,0.9582,0.53086,0.80949,0.0006338,0.0006338,0.0006338
71,1169.48,0.97795,0.5449,0.8136,0.934,0.89265,0.95438,0.70669,0.95488,0.52654,0.81144,0.000614,0.000614,0.000614
72,1186.35,0.98156,0.54723,0.81142,0.9312,0.89925,0.95135,0.70247,0.96923,0.55738,0.82162,0.0005942,0.0005942,0.0005942
73,1203.23,0.98535,0.54836,0.81473,0.9514,0.88982,0.95776,0.70863,0.96621,0.54506,0.81198,0.0005744,0.0005744,0.0005744
74,1220.04,0.96671,0.53719,0.80772,0.93664,0.89066,0.95587,0.70809,0.95068,0.53903,0.81501,0.0005546,0.0005546,0.0005546
75,1236.84,0.97297,0.53359,0.80859,0.95421,0.88141,0.95439,0.70321,0.96253,0.53659,0.8094,0.0005348,0.0005348,0.0005348
76,1253.68,0.96354,0.52116,0.80486,0.92499,0.90412,0.95508,0.70492,0.94581,0.54326,0.80755,0.000515,0.000515,0.000515
77,1270.52,0.95404,0.52785,0.80871,0.94834,0.8831,0.95562,0.71272,0.93438,0.52655,0.81373,0.0004952,0.0004952,0.0004952
78,1287.48,0.96158,0.52421,0.80559,0.93091,0.89527,0.95496,0.70889,0.96211,0.52953,0.81615,0.0004754,0.0004754,0.0004754
79,1304.43,0.94448,0.50947,0.8074,0.93686,0.8873,0.95299,0.70929,0.95083,0.52629,0.80707,0.0004556,0.0004556,0.0004556
