epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,27501.3,2.06791,1.65266,0.91525,0.76062,0.60336,0.69284,0.31203,1.9433,1.27571,0.97612,0.0005546,0.0005546,0.0005546
75,27856.6,1.98025,1.57379,0.89777,0.7265,0.58228,0.64542,0.30387,1.9597,1.2748,0.97443,0.0005348,0.0005348,0.0005348
76,28221.8,2.09413,1.53987,0.91458,0.81244,0.60319,0.69779,0.33946,1.93595,1.38725,0.97813,0.000515,0.000515,0.000515
77,28583.5,2.14619,1.54301,0.90532,0.77446,0.53165,0.64384,0.28919,2.05275,1.42433,0.98935,0.0004952,0.0004952,0.0004952
78,28941,2.05527,1.67584,0.89916,0.78759,0.59494,0.69635,0.33891,1.90936,1.22619,0.96812,0.0004754,0.0004754,0.0004754
79,29311.5,1.99109,1.49014,0.89229,0.71983,0.61795,0.68099,0.30326,2.00204,1.26888,0.97825,0.0004556,0.0004556,0.0004556
80,29683,2.03972,1.57836,0.89027,0.73258,0.62421,0.70017,0.32375,1.92912,1.25482,0.96938,0.0004358,0.0004358,0.0004358
81,30041.4,1.98856,1.50359,0.90097,0.75742,0.63291,0.72035,0.33839,1.88829,1.21108,0.96347,0.000416,0.000416,0.000416
82,30397.4,1.97244,1.52912,0.8899,0.69897,0.58228,0.6674,0.29807,2.00433,1.29636,0.97674,0.0003962,0.0003962,0.0003962
83,30757.5,1.98968,1.53849,0.92467,0.75233,0.62025,0.70248,0.32535,1.95236,1.21815,0.97382,0.0003764,0.0003764,0.0003764
84,31117.4,2.0097,1.56363,0.91687,0.80181,0.59494,0.71666,0.32329,1.9869,1.22488,0.98428,0.0003566,0.0003566,0.0003566
85,31487.3,1.85674,1.44604,0.88717,0.81443,0.55696,0.70441,0.33145,1.92134,1.25524,0.97364,0.0003368,0.0003368,0.0003368
