epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,5358.34,0.9187,0.49731,0.81015,0.93101,0.89658,0.95405,0.71494,0.90007,0.49119,0.80692,0.007426,0.007426,0.007426
132,5399.09,0.90527,0.48798,0.80972,0.92558,0.90749,0.95647,0.71526,0.90263,0.50163,0.80903,0.0074062,0.0074062,0.0074062
133,5441.24,0.91259,0.50265,0.81477,0.91606,0.9178,0.95613,0.71198,0.89953,0.48939,0.80639,0.0073864,0.0073864,0.0073864
134,5482.02,0.93113,0.51399,0.81719,0.93209,0.90041,0.95618,0.70424,0.90645,0.48742,0.80702,0.0073666,0.0073666,0.0073666
135,5524.72,0.91806,0.49429,0.81285,0.93331,0.90328,0.95706,0.71165,0.89892,0.47286,0.80575,0.0073468,0.0073468,0.0073468
136,5565.51,0.91462,0.49173,0.80922,0.92472,0.90914,0.95623,0.71281,0.90914,0.47833,0.80575,0.007327,0.007327,0.007327
137,5606.99,0.91657,0.50612,0.81292,0.92364,0.91552,0.95608,0.70925,0.89717,0.46747,0.80428,0.0073072,0.0073072,0.0073072
138,5648.92,0.90754,0.48907,0.81176,0.9246,0.91674,0.95724,0.70816,0.90371,0.4715,0.80562,0.0072874,0.0072874,0.0072874
139,5690.01,0.89417,0.49179,0.81013,0.93736,0.89655,0.95271,0.70846,0.89716,0.48262,0.80762,0.0072676,0.0072676,0.0072676
140,5732.53,0.90064,0.48514,0.80909,0.92242,0.92001,0.95625,0.70821,0.90749,0.49544,0.80957,0.0072478,0.0072478,0.0072478
141,5772.42,0.91317,0.49453,0.8119,0.91503,0.91926,0.95478,0.70876,0.90589,0.49668,0.8086,0.007228,0.007228,0.007228
142,5813.89,0.91485,0.49261,0.81645,0.9351,0.89679,0.9545,0.70305,0.91091,0.50265,0.81003,0.0072082,0.0072082,0.0072082
143,5855.22,0.8965,0.48675,0.80831,0.94406,0.90496,0.95658,0.71138,0.89718,0.49473,0.80906,0.0071884,0.0071884,0.0071884
144,5896.37,0.89037,0.49108,0.80588,0.93658,0.90664,0.95688,0.71096,0.89577,0.49745,0.81062,0.0071686,0.0071686,0.0071686
145,5937.2,0.89143,0.4902,0.81046,0.92863,0.91927,0.95886,0.71238,0.89423,0.48644,0.80873,0.0071488,0.0071488,0.0071488
146,5978.31,0.89362,0.49517,0.80905,0.92206,0.9254,0.95832,0.71575,0.88725,0.48472,0.80714,0.007129,0.007129,0.007129
147,6019.5,0.90066,0.49016,0.81159,0.92485,0.91001,0.95667,0.71173,0.89275,0.4873,0.80666,0.0071092,0.0071092,0.0071092
148,6060.59,0.9102,0.48879,0.81253,0.93726,0.89571,0.95608,0.70848,0.89059,0.48153,0.8067,0.0070894,0.0070894,0.0070894
149,6101.29,0.88237,0.47952,0.81165,0.92848,0.90623,0.95512,0.71028,0.89686,0.48989,0.80909,0.0070696,0.0070696,0.0070696
150,6143.34,0.90508,0.49127,0.80673,0.92855,0.91169,0.95589,0.71131,0.89183,0.48444,0.80762,0.0070498,0.0070498,0.0070498
151,6184.84,0.89837,0.48478,0.81132,0.93151,0.9058,0.95529,0.71207,0.89601,0.48419,0.80607,0.00703,0.00703,0.00703
152,6225.95,0.89237,0.48534,0.80573,0.93083,0.90551,0.957,0.713,0.89582,0.48809,0.80641,0.0070102,0.0070102,0.0070102
153,6268.16,0.88917,0.47178,0.81268,0.94446,0.90105,0.95764,0.71249,0.89959,0.48714,0.80687,0.0069904,0.0069904,0.0069904
154,6309.16,0.86307,0.46256,0.80851,0.94152,0.90719,0.95866,0.71681,0.88832,0.48216,0.80609,0.0069706,0.0069706,0.0069706
155,6350.62,0.88744,0.48083,0.80701,0.93555,0.90342,0.95979,0.72122,0.8875,0.48041,0.8062,0.0069508,0.0069508,0.0069508
156,6392.75,0.89068,0.48185,0.80859,0.94258,0.90412,0.95915,0.71633,0.88611,0.48491,0.80589,0.006931,0.006931,0.006931
157,6433.94,0.88026,0.47032,0.81027,0.9474,0.90328,0.95958,0.71623,0.88542,0.49132,0.80602,0.0069112,0.0069112,0.0069112
158,6475.83,0.88355,0.4717,0.80853,0.93016,0.91846,0.96057,0.72064,0.88564,0.48199,0.80571,0.0068914,0.0068914,0.0068914
159,6516.64,0.8743,0.47387,0.81169,0.94503,0.91087,0.96078,0.7212,0.88244,0.47769,0.80387,0.0068716,0.0068716,0.0068716
160,6557.51,0.88992,0.4685,0.81079,0.94976,0.89907,0.95989,0.71833,0.88603,0.47291,0.80512,0.0068518,0.0068518,0.0068518
161,6599.96,0.88093,0.47448,0.80236,0.93969,0.90417,0.95836,0.71558,0.89165,0.47914,0.80484,0.006832,0.006832,0.006832
162,6640.36,0.87984,0.47409,0.80766,0.95085,0.89319,0.95672,0.71396,0.88761,0.47915,0.80424,0.0068122,0.0068122,0.0068122
163,6681.41,0.8754,0.46229,0.80737,0.93295,0.90917,0.95904,0.71601,0.89169,0.47957,0.80637,0.0067924,0.0067924,0.0067924
164,6723.73,0.87556,0.47155,0.80519,0.93502,0.91085,0.95839,0.71723,0.89438,0.48657,0.80721,0.0067726,0.0067726,0.0067726
165,6764.72,0.88171,0.47121,0.8084,0.92817,0.91001,0.95813,0.71583,0.88989,0.48296,0.80803,0.0067528,0.0067528,0.0067528
166,6806.14,0.87246,0.46662,0.80362,0.92427,0.91362,0.95565,0.71392,0.88436,0.4937,0.80832,0.006733,0.006733,0.006733
167,6848.61,0.86285,0.46376,0.80297,0.94011,0.90328,0.95687,0.71485,0.88468,0.49141,0.80719,0.0067132,0.0067132,0.0067132
168,6889.19,0.85627,0.46062,0.80698,0.9451,0.89758,0.95659,0.71797,0.87757,0.48207,0.80459,0.0066934,0.0066934,0.0066934
169,6930.65,0.87737,0.47255,0.81042,0.94816,0.89213,0.95621,0.71847,0.87845,0.48193,0.80431,0.0066736,0.0066736,0.0066736
170,6971.64,0.86647,0.46801,0.80635,0.94826,0.894,0.9571,0.71904,0.87733,0.48372,0.80481,0.0066538,0.0066538,0.0066538
171,7012.37,0.86925,0.45877,0.80624,0.92847,0.91702,0.95866,0.71925,0.87746,0.47924,0.80458,0.006634,0.006634,0.006634
172,7053.21,0.8675,0.46841,0.80572,0.93597,0.90917,0.95816,0.71642,0.87469,0.47748,0.80453,0.0066142,0.0066142,0.0066142
173,7093.51,0.86236,0.4608,0.80623,0.92512,0.91926,0.95782,0.71686,0.87426,0.47591,0.80442,0.0065944,0.0065944,0.0065944
174,7134.58,0.85523,0.46272,0.80149,0.92372,0.91662,0.95756,0.71678,0.87032,0.47498,0.80369,0.0065746,0.0065746,0.0065746
175,7175.13,0.85562,0.4598,0.80362,0.92306,0.9201,0.95764,0.7177,0.87236,0.46956,0.80359,0.0065548,0.0065548,0.0065548
176,7215.58,0.85679,0.46267,0.80884,0.9311,0.90923,0.95869,0.71859,0.87399,0.47088,0.8036,0.006535,0.006535,0.006535
177,7256.38,0.85348,0.45679,0.8056,0.93631,0.9016,0.95834,0.71985,0.87271,0.47321,0.80315,0.0065152,0.0065152,0.0065152
178,7296.91,0.84059,0.45635,0.80511,0.92496,0.91758,0.95868,0.71914,0.87533,0.47468,0.80248,0.0064954,0.0064954,0.0064954
179,7338.92,0.86168,0.46279,0.80612,0.94477,0.90636,0.95747,0.72017,0.87379,0.47457,0.80245,0.0064756,0.0064756,0.0064756
180,7380.73,0.86451,0.46401,0.80649,0.94461,0.90368,0.95734,0.72175,0.86682,0.47857,0.80281,0.0064558,0.0064558,0.0064558
181,7420.85,0.87595,0.47483,0.80741,0.94136,0.90453,0.95711,0.72155,0.86616,0.47879,0.80299,0.006436,0.006436,0.006436
